Year,Day,Hour,Minute,proton_density,proton_speed
2017,1,0,0,13.364,548.67
2017,1,0,12,13.364,546.91
2017,1,0,24,7.769,540.37
2017,1,0,36,9.188,542.68
2017,1,0,48,7.481,551.7
2017,1,1,0,10.456,545.39
2017,1,1,12,8.149,549.97
2017,1,1,24,7.239,552.48
2017,1,1,36,8.454,547.24
2017,1,1,48,7.702,540.66
2017,1,2,0,8.55,543.8
2017,1,2,12,7.552,544.87
2017,1,2,24,8.007,546.0
2017,1,2,36,6.942,541.76
2017,1,2,48,6.925,544.13
2017,1,3,0,6.478,544.26
2017,1,3,12,-9999.9,556.14
2017,1,3,24,-9999.9,544.18
2017,1,3,36,5.176,552.83
2017,1,3,48,7.887,568.79
2017,1,4,0,6.962,557.27
2017,1,4,12,5.964,553.86
2017,1,4,24,6.275,548.05
2017,1,4,36,6.141,564.63
2017,1,4,48,5.294,549.92
2017,1,5,0,5.075,542.75
2017,1,5,12,5.86,532.01
2017,1,5,24,5.955,536.86
2017,1,5,36,5.17,521.53
2017,1,5,48,5.579,518.07
2017,1,6,0,5.054,519.6
2017,1,6,12,4.712,530.44
2017,1,6,24,4.417,525.63
2017,1,6,36,5.373,535.06
2017,1,6,48,5.187,533.44
2017,1,7,0,5.978,529.12
2017,1,7,12,5.941,534.95
2017,1,7,24,6.684,527.11
2017,1,7,36,6.859,526.74
2017,1,7,48,5.779,523.52
2017,1,8,0,5.258,519.81
2017,1,8,12,5.451,520.23
2017,1,8,24,6.105,519.5
2017,1,8,36,6.746,517.44
2017,1,8,48,6.581,512.55
2017,1,9,0,6.837,518.1
2017,1,9,12,6.83,521.92
2017,1,9,24,6.358,521.2
2017,1,9,36,5.911,511.65
2017,1,9,48,6.403,511.06
2017,1,10,0,6.504,509.22
2017,1,10,12,5.771,506.1
2017,1,10,24,6.278,504.55
2017,1,10,36,5.983,503.33
2017,1,10,48,6.676,506.11
2017,1,11,0,6.932,511.87
2017,1,11,12,6.93,511.22
2017,1,11,24,5.458,515.04
2017,1,11,36,5.416,512.14
2017,1,11,48,5.794,511.79
2017,1,12,0,5.468,510.35
2017,1,12,12,6.286,514.18
2017,1,12,24,5.762,511.1
2017,1,12,36,5.82,516.72
2017,1,12,48,6.715,522.25
2017,1,13,0,5.29,521.04
2017,1,13,12,6.089,514.53
2017,1,13,24,5.406,514.38
2017,1,13,36,5.507,507.38
2017,1,13,48,5.541,503.0
2017,1,14,0,4.024,499.13
2017,1,14,12,4.005,494.07
2017,1,14,24,4.198,504.81
2017,1,14,36,4.177,501.68
2017,1,14,48,3.907,504.09
2017,1,15,0,3.803,499.01
2017,1,15,12,3.976,491.89
2017,1,15,24,4.114,491.36
2017,1,15,36,4.012,492.52
2017,1,15,48,3.853,488.84
2017,1,16,0,3.743,489.37
2017,1,16,12,3.881,489.02
2017,1,16,24,4.149,484.41
2017,1,16,36,4.205,485.13
2017,1,16,48,4.339,483.19
2017,1,17,0,4.177,480.44
2017,1,17,12,4.248,478.18
2017,1,17,24,4.244,477.84
2017,1,17,36,4.063,476.16
2017,1,17,48,4.126,477.74
2017,1,18,0,4.138,478.16
2017,1,18,12,4.154,476.78
2017,1,18,24,4.079,477.07
2017,1,18,36,4.217,474.54
2017,1,18,48,4.26,476.96
2017,1,19,0,4.002,478.13
2017,1,19,12,4.034,476.62
2017,1,19,24,4.343,476.49
2017,1,19,36,4.102,476.91
2017,1,19,48,4.175,473.24
2017,1,20,0,4.534,472.49
2017,1,20,12,4.467,473.81
2017,1,20,24,4.5,478.32
2017,1,20,36,4.412,476.64
2017,1,20,48,4.377,474.49
2017,1,21,0,4.217,473.47
2017,1,21,12,4.251,468.0
2017,1,21,24,4.584,459.19
2017,1,21,36,4.847,458.94
2017,1,21,48,4.755,458.48
2017,1,22,0,4.498,463.15
2017,1,22,12,4.37,466.31
2017,1,22,24,4.386,465.89
2017,1,22,36,4.34,464.74
2017,1,22,48,4.281,464.55
2017,1,23,0,4.326,465.13
2017,1,23,12,4.297,464.46
