Year,Day,Hour,Minute,proton_density,proton_speed
2002,1,0,0,3.934,461.82
2002,1,0,12,3.908,464.24
2002,1,0,24,4.055,463.27
2002,1,0,36,4.349,459.32
2002,1,0,48,4.48,468.85
2002,1,1,0,4.25,455.25
2002,1,1,12,4.652,468.25
2002,1,1,24,5.163,481.46
2002,1,1,36,5.065,488.73
2002,1,1,48,4.705,467.5
2002,1,2,0,5.078,461.84
2002,1,2,12,5.212,463.86
2002,1,2,24,5.369,472.35
2002,1,2,36,5.456,477.2
2002,1,2,48,4.655,479.68
2002,1,3,0,4.39,453.84
2002,1,3,12,4.214,449.88
2002,1,3,24,4.378,452.78
2002,1,3,36,4.476,452.1
2002,1,3,48,4.507,450.23
2002,1,4,0,4.55,451.75
2002,1,4,12,4.527,450.87
2002,1,4,24,4.815,453.49
2002,1,4,36,5.78,466.19
2002,1,4,48,6.083,477.54
2002,1,5,0,5.663,465.53
2002,1,5,12,4.869,447.58
2002,1,5,24,5.121,448.84
2002,1,5,36,4.689,447.31
2002,1,5,48,5.047,445.83
2002,1,6,0,5.14,454.0
2002,1,6,12,5.126,466.54
2002,1,6,24,5.295,456.2
2002,1,6,36,4.914,465.96
2002,1,6,48,4.745,472.8
2002,1,7,0,6.323,454.9
2002,1,7,12,5.379,463.81
2002,1,7,24,5.125,468.08
2002,1,7,36,5.352,461.08
2002,1,7,48,4.875,475.82
2002,1,8,0,4.807,471.84
2002,1,8,12,5.694,450.15
2002,1,8,24,5.894,447.63
2002,1,8,36,4.893,441.73
2002,1,8,48,4.532,444.69
2002,1,9,0,5.029,451.28
2002,1,9,12,4.931,436.08
2002,1,9,24,4.716,434.74
2002,1,9,36,4.534,435.58
2002,1,9,48,5.168,436.82
2002,1,10,0,4.904,437.25
2002,1,10,12,4.817,433.8
2002,1,10,24,5.427,441.44
2002,1,10,36,4.676,430.06
2002,1,10,48,5.176,429.41
2002,1,11,0,5.584,438.02
2002,1,11,12,5.221,437.33
2002,1,11,24,4.034,430.14
2002,1,11,36,4.25,424.76
2002,1,11,48,5.163,427.01
2002,1,12,0,4.495,426.64
2002,1,12,12,4.677,425.78
2002,1,12,24,5.226,428.51
2002,1,12,36,5.717,429.86
2002,1,12,48,5.48,426.44
2002,1,13,0,4.407,422.5
2002,1,13,12,4.914,425.84
2002,1,13,24,4.705,423.66
2002,1,13,36,5.152,425.27
2002,1,13,48,4.18,419.69
2002,1,14,0,3.825,427.22
2002,1,14,12,3.775,425.47
2002,1,14,24,3.575,427.91
2002,1,14,36,3.538,425.68
2002,1,14,48,3.344,422.84
2002,1,15,0,3.384,415.95
2002,1,15,12,3.386,416.53
2002,1,15,24,3.345,417.96
2002,1,15,36,3.577,418.19
2002,1,15,48,4.074,416.59
2002,1,16,0,4.594,421.83
2002,1,16,12,3.831,417.0
2002,1,16,24,4.062,413.15
2002,1,16,36,4.793,421.37
2002,1,16,48,4.814,419.86
2002,1,17,0,5.074,422.37
2002,1,17,12,3.72,413.02
2002,1,17,24,3.766,412.21
2002,1,17,36,3.705,411.95
2002,1,17,48,3.81,411.29
2002,1,18,0,4.595,419.45
2002,1,18,12,4.325,432.31
2002,1,18,24,4.585,431.3
2002,1,18,36,3.893,435.23
2002,1,18,48,3.904,413.32
2002,1,19,0,3.602,418.16
2002,1,19,12,3.594,413.55
2002,1,19,24,4.046,409.48
2002,1,19,36,3.658,419.88
2002,1,19,48,3.445,416.25
2002,1,20,0,3.617,425.54
2002,1,20,12,3.599,411.39
2002,1,20,24,3.481,418.76
2002,1,20,36,3.18,407.49
2002,1,20,48,3.344,413.55
2002,1,21,0,4.101,413.76
2002,1,21,12,4.231,427.7
2002,1,21,24,4.581,429.07
2002,1,21,36,4.867,414.78
2002,1,21,48,4.642,418.73
2002,1,22,0,5.346,415.73
2002,1,22,12,5.01,407.96
2002,1,22,24,5.487,419.39
2002,1,22,36,5.068,413.19
2002,1,22,48,4.425,401.44
2002,1,23,0,4.988,413.8
2002,1,23,12,4.345,401.13
2002,1,23,24,4.473,396.69
2002,1,23,36,4.496,397.95
2002,1,23,48,4.657,396.55
2002,2,0,0,4.746,396.68
2002,2,0,12,4.344,395.13
2002,2,0,24,4.204,394.53
2002,2,0,36,4.672,398.8
2002,2,0,48,4.825,409.97
2002,2,1,0,5.256,415.57
2002,2,1,12,5.325,429.1
2002,2,1,24,5.192,424.52
2002,2,1,36,5.121,409.03
2002,2,1,48,5.024,423.6
2002,2,2,0,5.052,401.28
2002,2,2,12,4.941,401.0
2002,2,2,24,4.91,406.28
2002,2,2,36,4.808,410.66
2002,2,2,48,4.56,417.05
2002,2,3,0,4.29,419.51
2002,2,3,12,4.872,429.41
2002,2,3,24,4.504,418.32
2002,2,3,36,4.63,422.3
2002,2,3,48,4.583,428.49
2002,2,4,0,4.901,429.39
2002,2,4,12,5.476,440.33
2002,2,4,24,5.823,440.11
2002,2,4,36,4.878,419.84
2002,2,4,48,3.558,408.05
2002,2,5,0,3.397,406.93
2002,2,5,12,4.207,414.73
2002,2,5,24,5.416,423.62
2002,2,5,36,5.702,425.78
2002,2,5,48,5.662,424.97
2002,2,6,0,4.961,419.29
2002,2,6,12,5.011,428.35
2002,2,6,24,4.816,420.59
2002,2,6,36,4.549,419.66
2002,2,6,48,4.394,419.59
2002,2,7,0,5.652,415.41
2002,2,7,12,5.323,415.52
2002,2,7,24,4.812,412.17
2002,2,7,36,4.853,411.55
2002,2,7,48,3.781,411.75
2002,2,8,0,3.749,405.61
2002,2,8,12,4.169,403.18
2002,2,8,24,5.214,416.83
2002,2,8,36,5.274,414.85
2002,2,8,48,4.869,411.26
2002,2,9,0,4.819,406.88
2002,2,9,12,4.355,399.08
2002,2,9,24,4.527,398.46
2002,2,9,36,4.412,395.19
2002,2,9,48,4.325,394.8
2002,2,10,0,4.647,396.1
2002,2,10,12,4.536,395.94
2002,2,10,24,5.638,404.79
2002,2,10,36,5.499,413.81
2002,2,10,48,5.892,429.25
2002,2,11,0,5.501,425.11
2002,2,11,12,5.071,422.99
2002,2,11,24,6.128,423.23
2002,2,11,36,5.846,422.14
2002,2,11,48,7.446,432.66
2002,2,12,0,6.187,420.44
2002,2,12,12,5.354,427.39
2002,2,12,24,5.329,431.86
2002,2,12,36,6.617,435.89
2002,2,12,48,6.275,429.74
2002,2,13,0,4.956,420.18
2002,2,13,12,5.319,421.0
2002,2,13,24,5.005,415.17
2002,2,13,36,5.755,418.76
2002,2,13,48,4.892,421.59
2002,2,14,0,4.644,402.96
2002,2,14,12,4.963,410.76
2002,2,14,24,5.421,414.4
2002,2,14,36,6.386,426.43
2002,2,14,48,5.453,416.25
2002,2,15,0,5.86,410.4
2002,2,15,12,5.422,402.16
2002,2,15,24,5.673,409.46
2002,2,15,36,6.218,413.6
2002,2,15,48,5.294,402.01
2002,2,16,0,4.694,393.04
2002,2,16,12,5.104,393.16
2002,2,16,24,4.192,391.83
2002,2,16,36,6.231,419.33
2002,2,16,48,6.083,419.4
2002,2,17,0,3.544,384.7
2002,2,17,12,3.326,389.89
2002,2,17,24,3.373,383.28
2002,2,17,36,3.499,385.46
2002,2,17,48,3.707,386.21
2002,2,18,0,3.584,380.75
2002,2,18,12,3.563,389.0
2002,2,18,24,3.726,380.64
2002,2,18,36,3.967,378.78
2002,2,18,48,3.995,385.7
2002,2,19,0,3.656,382.3
2002,2,19,12,3.4,381.42
2002,2,19,24,3.595,378.68
2002,2,19,36,3.662,377.99
2002,2,19,48,3.92,371.24
2002,2,20,0,3.648,375.35
2002,2,20,12,3.734,379.35
2002,2,20,24,3.413,376.68
2002,2,20,36,3.421,389.82
2002,2,20,48,3.994,378.91
2002,2,21,0,3.907,362.58
2002,2,21,12,3.883,365.27
2002,2,21,24,3.924,368.23
2002,2,21,36,4.554,373.51
2002,2,21,48,4.214,367.32
2002,2,22,0,3.846,366.91
2002,2,22,12,3.905,355.14
2002,2,22,24,3.866,356.4
2002,2,22,36,4.284,360.2
2002,2,22,48,4.489,361.92
2002,2,23,0,4.458,361.7
2002,2,23,12,4.274,358.53
2002,2,23,24,4.216,357.0
2002,2,23,36,4.574,359.67
2002,2,23,48,4.583,361.49
2002,3,0,0,4.565,364.11
2002,3,0,12,4.548,366.36
2002,3,0,24,4.822,369.52
2002,3,0,36,4.117,364.31
2002,3,0,48,3.351,367.77
2002,3,1,0,3.501,359.25
2002,3,1,12,3.855,346.14
2002,3,1,24,3.503,340.54
2002,3,1,36,4.349,351.76
2002,3,1,48,4.677,356.8
2002,3,2,0,4.59,355.3
2002,3,2,12,4.459,354.65
2002,3,2,24,4.333,354.06
2002,3,2,36,4.324,352.43
2002,3,2,48,4.013,353.16
2002,3,3,0,3.952,357.29
2002,3,3,12,4.241,354.32
2002,3,3,24,4.12,353.76
2002,3,3,36,4.494,359.24
2002,3,3,48,4.809,360.59
2002,3,4,0,4.55,356.05
2002,3,4,12,4.62,355.09
2002,3,4,24,4.312,354.28
2002,3,4,36,4.16,359.59
2002,3,4,48,4.072,354.8
2002,3,5,0,3.954,361.47
2002,3,5,12,4.04,355.57
2002,3,5,24,3.562,360.59
2002,3,5,36,3.401,363.21
2002,3,5,48,3.435,358.47
2002,3,6,0,3.448,359.18
2002,3,6,12,3.766,353.24
2002,3,6,24,3.379,352.85
2002,3,6,36,3.595,352.36
2002,3,6,48,4.155,361.56
2002,3,7,0,3.809,351.86
2002,3,7,12,4.105,350.61
2002,3,7,24,3.51,349.28
2002,3,7,36,3.809,347.24
2002,3,7,48,3.71,348.23
2002,3,8,0,3.816,350.88
2002,3,8,12,3.609,343.63
2002,3,8,24,3.129,334.33
2002,3,8,36,3.301,332.53
2002,3,8,48,3.707,339.86
2002,3,9,0,4.163,342.88
2002,3,9,12,4.12,345.01
2002,3,9,24,4.088,343.88
2002,3,9,36,3.99,345.85
2002,3,9,48,4.311,343.65
2002,3,10,0,4.327,344.71
2002,3,10,12,3.892,345.44
2002,3,10,24,3.963,344.21
2002,3,10,36,4.364,344.96
2002,3,10,48,3.889,347.26
2002,3,11,0,4.324,344.66
2002,3,11,12,4.138,345.52
2002,3,11,24,4.087,343.51
2002,3,11,36,4.677,351.68
2002,3,11,48,4.346,346.0
2002,3,12,0,3.962,338.89
2002,3,12,12,3.934,337.65
2002,3,12,24,3.616,334.98
2002,3,12,36,3.213,332.0
2002,3,12,48,3.238,331.03
2002,3,13,0,3.017,330.01
2002,3,13,12,2.818,329.0
2002,3,13,24,3.038,330.89
2002,3,13,36,3.081,329.75
2002,3,13,48,2.982,328.88
2002,3,14,0,2.773,327.22
2002,3,14,12,3.285,327.9
2002,3,14,24,3.0,328.59
2002,3,14,36,3.082,327.32
2002,3,14,48,2.858,329.19
2002,3,15,0,3.069,331.06
2002,3,15,12,2.766,333.74
2002,3,15,24,3.412,334.66
2002,3,15,36,2.792,330.49
2002,3,15,48,3.162,333.04
2002,3,16,0,2.709,326.9
2002,3,16,12,2.15,327.73
2002,3,16,24,2.015,332.08
2002,3,16,36,3.4,332.91
2002,3,16,48,3.518,332.7
2002,3,17,0,3.19,335.48
2002,3,17,12,3.265,327.04
2002,3,17,24,3.331,325.02
2002,3,17,36,3.129,323.9
2002,3,17,48,2.483,325.6
2002,3,18,0,2.691,323.68
2002,3,18,12,2.953,321.84
2002,3,18,24,2.852,326.05
2002,3,18,36,2.815,325.99
2002,3,18,48,3.072,336.93
2002,3,19,0,2.556,336.06
2002,3,19,12,3.159,319.61
2002,3,19,24,3.068,329.62
2002,3,19,36,3.014,315.59
2002,3,19,48,2.424,318.2
2002,3,20,0,2.672,325.9
2002,3,20,12,2.511,329.73
2002,3,20,24,3.601,331.63
2002,3,20,36,3.22,330.4
2002,3,20,48,2.569,327.29
2002,3,21,0,3.194,327.96
2002,3,21,12,3.122,325.08
2002,3,21,24,3.382,327.78
2002,3,21,36,3.49,329.93
2002,3,21,48,3.912,325.95
2002,3,22,0,4.694,321.05
2002,3,22,12,5.051,319.22
2002,3,22,24,5.156,320.34
2002,3,22,36,4.78,321.16
2002,3,22,48,4.83,319.67
2002,3,23,0,5.268,322.03
2002,3,23,12,5.219,318.94
2002,3,23,24,4.609,320.82
2002,3,23,36,4.676,320.69
2002,3,23,48,4.666,321.57
2002,4,0,0,5.383,322.74
2002,4,0,12,5.162,325.86
2002,4,0,24,4.562,318.93
2002,4,0,36,3.625,317.75
2002,4,0,48,5.892,333.82
2002,4,1,0,6.069,337.59
2002,4,1,12,5.627,338.32
2002,4,1,24,5.734,333.54
2002,4,1,36,6.238,329.08
2002,4,1,48,6.245,330.68
2002,4,2,0,6.176,327.11
2002,4,2,12,6.313,328.87
2002,4,2,24,6.623,329.55
2002,4,2,36,6.666,330.51
2002,4,2,48,7.093,332.23
2002,4,3,0,5.945,328.47
