Year,Day,Hour,Minute,proton_density,proton_speed
2010,1,0,0,3.055,271.83
2010,1,0,12,3.145,277.23
2010,1,0,24,3.012,276.48
2010,1,0,36,3.102,276.81
2010,1,0,48,2.001,280.83
2010,1,1,0,-9999.9,277.22
2010,1,1,12,3.576,280.17
2010,1,1,24,3.182,272.26
2010,1,1,36,2.132,264.73
2010,1,1,48,2.213,265.23
2010,1,2,0,3.054,271.0
2010,1,2,12,2.726,272.13
2010,1,2,24,2.936,271.47
2010,1,2,36,2.927,274.47
2010,1,2,48,3.015,277.2
2010,1,3,0,2.967,284.46
2010,1,3,12,3.291,278.29
2010,1,3,24,2.984,278.11
2010,1,3,36,3.177,280.86
2010,1,3,48,3.094,271.9
2010,1,4,0,2.265,271.15
2010,1,4,12,2.84,272.14
2010,1,4,24,3.08,271.5
2010,1,4,36,3.01,272.23
2010,1,4,48,2.767,271.88
2010,1,5,0,3.733,267.69
2010,1,5,12,3.123,275.29
2010,1,5,24,2.511,284.99
2010,1,5,36,2.909,280.3
2010,1,5,48,2.857,276.96
2010,1,6,0,2.812,277.02
2010,1,6,12,2.145,271.62
2010,1,6,24,2.807,277.11
2010,1,6,36,3.009,286.3
2010,1,6,48,3.435,293.64
2010,1,7,0,3.146,292.2
2010,1,7,12,2.955,295.21
2010,1,7,24,3.064,288.82
2010,1,7,36,2.804,291.39
2010,1,7,48,3.161,289.08
2010,1,8,0,3.029,292.65
2010,1,8,12,3.282,295.93
2010,1,8,24,2.166,286.89
2010,1,8,36,3.198,293.01
2010,1,8,48,3.293,291.25
2010,1,9,0,3.374,282.67
2010,1,9,12,3.431,286.12
2010,1,9,24,3.365,285.43
2010,1,9,36,3.254,287.98
2010,1,9,48,3.221,283.39
2010,1,10,0,3.228,278.66
2010,1,10,12,3.167,276.61
2010,1,10,24,2.885,276.61
2010,1,10,36,3.091,277.74
2010,1,10,48,3.297,273.3
2010,1,11,0,2.967,271.25
2010,1,11,12,3.091,271.99
2010,1,11,24,3.225,283.02
2010,1,11,36,3.294,282.19
2010,1,11,48,3.359,283.51
2010,1,12,0,3.448,289.07
2010,1,12,12,3.407,288.61
2010,1,12,24,3.921,296.17
2010,1,12,36,4.261,298.91
2010,1,12,48,4.399,292.7
2010,1,13,0,4.176,280.87
2010,1,13,12,4.576,284.29
2010,1,13,24,3.343,286.58
2010,1,13,36,4.588,288.78
2010,1,13,48,4.367,296.4
2010,1,14,0,4.419,291.4
2010,1,14,12,4.867,292.44
2010,1,14,24,2.794,280.54
2010,1,14,36,3.259,277.79
2010,1,14,48,4.734,281.05
2010,1,15,0,4.332,274.74
2010,1,15,12,4.747,273.27
2010,1,15,24,3.112,276.34
2010,1,15,36,4.78,276.37
2010,1,15,48,4.734,284.61
2010,1,16,0,5.634,280.38
2010,1,16,12,5.385,274.47
2010,1,16,24,4.868,273.6
2010,1,16,36,6.11,276.93
2010,1,16,48,6.781,285.4
2010,1,17,0,7.079,284.42
2010,1,17,12,7.028,282.96
2010,1,17,24,8.743,285.58
2010,1,17,36,8.447,281.55
2010,1,17,48,8.52,277.17
2010,1,18,0,7.813,274.78
2010,1,18,12,8.945,283.99
2010,1,18,24,9.151,286.4
2010,1,18,36,9.44,286.37
2010,1,18,48,9.76,289.07
2010,1,19,0,9.031,287.64
2010,1,19,12,9.793,285.6
2010,1,19,24,9.457,285.08
2010,1,19,36,9.033,286.51
2010,1,19,48,9.918,287.11
2010,1,20,0,10.317,288.12
2010,1,20,12,11.186,288.67
2010,1,20,24,10.577,293.86
2010,1,20,36,10.503,294.39
2010,1,20,48,10.384,296.04
2010,1,21,0,11.435,293.35
2010,1,21,12,9.635,295.44
2010,1,21,24,11.673,295.08
2010,1,21,36,12.82,295.35
2010,1,21,48,14.674,295.18
2010,1,22,0,14.73,300.42
2010,1,22,12,7.82,303.5
2010,1,22,24,6.174,303.26
2010,1,22,36,7.015,303.45
2010,1,22,48,6.533,302.04
2010,1,23,0,6.32,302.35
2010,1,23,12,6.224,301.52
2010,1,23,24,6.174,300.6
2010,1,23,36,5.48,299.19
2010,1,23,48,5.483,298.87
2010,2,0,0,5.507,304.45
2010,2,0,12,5.828,306.43
2010,2,0,24,4.516,308.76
2010,2,0,36,6.519,309.74
2010,2,0,48,5.932,308.87
2010,2,1,0,6.312,306.11
2010,2,1,12,6.218,305.78
2010,2,1,24,4.845,305.88
2010,2,1,36,5.413,305.53
2010,2,1,48,5.381,307.3
2010,2,2,0,6.006,301.54
2010,2,2,12,4.472,301.47
2010,2,2,24,4.147,303.28
2010,2,2,36,3.07,303.27
2010,2,2,48,5.049,301.39
2010,2,3,0,4.981,301.49
2010,2,3,12,3.44,302.78
2010,2,3,24,3.343,303.0
2010,2,3,36,4.856,304.34
2010,2,3,48,3.8,304.44
2010,2,4,0,3.793,301.82
2010,2,4,12,3.957,300.92
2010,2,4,24,3.566,299.42
2010,2,4,36,3.135,298.7
2010,2,4,48,2.3,299.99
2010,2,5,0,3.147,295.98
2010,2,5,12,3.256,294.97
2010,2,5,24,3.878,297.09
2010,2,5,36,4.017,299.55
2010,2,5,48,3.635,301.0
2010,2,6,0,6.096,302.47
2010,2,6,12,6.368,302.8
2010,2,6,24,6.582,301.89
2010,2,6,36,6.186,301.06
2010,2,6,48,7.008,298.15
